sms_id,message,message_length,label
SPAM_SMS_02331,Urgent! Your bank account will be blocked. Verify your details immediately.,75,spam
HAM_SMS_06964,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_02055,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_01141,The report is ready for review.,31,ham
HAM_SMS_06488,The report is ready for review.,31,ham
HAM_SMS_00443,Your payment has been received successfully.,44,ham
HAM_SMS_05247,Your class schedule has been updated for tomorrow.,50,ham
SPAM_SMS_01744,You are selected for a reward. Send your account details now.,61,spam
SPAM_SMS_01311,You won a shopping voucher. Claim it today.,43,spam
HAM_SMS_03717,Please confirm your availability for the session.,49,ham
HAM_SMS_05433,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_00828,Can you send me the notes from today's lecture?,47,ham
SPAM_SMS_01396,Suspicious login detected. Update your password immediately.,60,spam
HAM_SMS_04403,The meeting has been shifted to 4 PM.,37,ham
SPAM_SMS_01630,Claim your free gift card now before it expires.,48,spam
HAM_SMS_04396,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_02847,Your payment has been received successfully.,44,ham
HAM_SMS_04572,The meeting has been shifted to 4 PM.,37,ham
SPAM_SMS_00787,Your mobile number has won a lottery prize.,43,spam
HAM_SMS_02401,The interview schedule will be shared soon.,43,ham
HAM_SMS_05878,Your order has been delivered successfully.,43,ham
HAM_SMS_05867,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_04108,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_00160,Please confirm your availability for the session.,49,ham
HAM_SMS_06057,Your class schedule has been updated for tomorrow.,50,ham
SPAM_SMS_01333,Suspicious login detected. Update your password immediately.,60,spam
HAM_SMS_01155,Your order has been delivered successfully.,43,ham
HAM_SMS_07177,Please confirm your availability for the session.,49,ham
HAM_SMS_00584,The interview schedule will be shared soon.,43,ham
SPAM_SMS_00473,Recharge offer available. Get double benefits today.,52,spam
SPAM_SMS_00762,Free entry in a lucky draw. Text WIN to claim your reward.,58,spam
HAM_SMS_02557,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_03755,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_02905,The interview schedule will be shared soon.,43,ham
SPAM_SMS_01857,Congratulations! You have won a cash prize. Click the link to claim now.,72,spam
HAM_SMS_00372,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_04763,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_04223,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_03273,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_06226,The interview schedule will be shared soon.,43,ham
HAM_SMS_07314,The report is ready for review.,31,ham
SPAM_SMS_01389,Limited time offer. Get free coupons by clicking this link.,59,spam
HAM_SMS_06007,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_00205,Your order has been delivered successfully.,43,ham
HAM_SMS_00872,Reminder: submit your assignment before the deadline.,53,ham
SPAM_SMS_00610,Suspicious login detected. Update your password immediately.,60,spam
HAM_SMS_01208,Reminder: submit your assignment before the deadline.,53,ham
SPAM_SMS_02253,Your mobile number has won a lottery prize.,43,spam
HAM_SMS_06568,The report is ready for review.,31,ham
HAM_SMS_02333,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_04542,Reminder: submit your assignment before the deadline.,53,ham
HAM_SMS_06341,Please confirm your availability for the session.,49,ham
SPAM_SMS_01065,Exclusive offer only for you. Click here to redeem.,51,spam
HAM_SMS_03003,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_03264,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_05033,Please confirm your availability for the session.,49,ham
SPAM_SMS_01730,Win money instantly. Register today and claim your bonus.,57,spam
HAM_SMS_01840,I reached home safely.,22,ham
SPAM_SMS_02377,Exclusive offer only for you. Click here to redeem.,51,spam
HAM_SMS_01910,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_01295,Please confirm your availability for the session.,49,ham
HAM_SMS_04092,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_04537,Reminder: submit your assignment before the deadline.,53,ham
SPAM_SMS_01846,You are selected for a reward. Send your account details now.,61,spam
HAM_SMS_01345,Your order has been delivered successfully.,43,ham
HAM_SMS_02986,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_04439,Please confirm your availability for the session.,49,ham
HAM_SMS_04870,Reminder: submit your assignment before the deadline.,53,ham
HAM_SMS_00888,The interview schedule will be shared soon.,43,ham
SPAM_SMS_00188,Win money instantly. Register today and claim your bonus.,57,spam
SPAM_SMS_00628,Limited time offer. Get free coupons by clicking this link.,59,spam
HAM_SMS_01601,Please find the details shared in the group.,44,ham
HAM_SMS_01368,The report is ready for review.,31,ham
SPAM_SMS_01882,Suspicious login detected. Update your password immediately.,60,spam
SPAM_SMS_02471,Earn money from home without investment. Join now.,50,spam
HAM_SMS_05985,Can you send me the notes from today's lecture?,47,ham
SPAM_SMS_01144,Your mobile number has won a lottery prize.,43,spam
HAM_SMS_01622,The meeting has been shifted to 4 PM.,37,ham
SPAM_SMS_00366,You won a shopping voucher. Claim it today.,43,spam
HAM_SMS_00016,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_05614,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_03992,Please confirm your availability for the session.,49,ham
HAM_SMS_05582,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_00491,I reached home safely.,22,ham
SPAM_SMS_00838,Your loan is approved. Pay processing fee to receive funds.,59,spam
SPAM_SMS_00854,Free entry in a lucky draw. Text WIN to claim your reward.,58,spam
HAM_SMS_05593,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_01189,The report is ready for review.,31,ham
HAM_SMS_06924,Let's discuss the presentation after lunch.,43,ham
SPAM_SMS_01912,Recharge offer available. Get double benefits today.,52,spam
HAM_SMS_06827,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_07222,The interview schedule will be shared soon.,43,ham
HAM_SMS_00067,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_01252,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_00266,Your order has been delivered successfully.,43,ham
SPAM_SMS_02119,Your mobile number has won a lottery prize.,43,spam
HAM_SMS_04086,The report is ready for review.,31,ham
SPAM_SMS_00481,Final warning! Complete KYC verification now.,45,spam
HAM_SMS_00496,Reminder: submit your assignment before the deadline.,53,ham
SPAM_SMS_00941,Limited time offer. Get free coupons by clicking this link.,59,spam
HAM_SMS_00293,Please call me when you are free.,33,ham
HAM_SMS_00475,Your class schedule has been updated for tomorrow.,50,ham
SPAM_SMS_00413,Exclusive offer only for you. Click here to redeem.,51,spam
HAM_SMS_05784,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_02450,The interview schedule will be shared soon.,43,ham
HAM_SMS_00522,Please call me when you are free.,33,ham
HAM_SMS_03856,I reached home safely.,22,ham
HAM_SMS_00335,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_04573,Please confirm your availability for the session.,49,ham
HAM_SMS_03469,Your order has been delivered successfully.,43,ham
HAM_SMS_01297,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_05862,I reached home safely.,22,ham
HAM_SMS_05808,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_07258,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_02399,I reached home safely.,22,ham
HAM_SMS_07121,I reached home safely.,22,ham
HAM_SMS_03883,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_07238,The report is ready for review.,31,ham
SPAM_SMS_02362,Urgent! Your bank account will be blocked. Verify your details immediately.,75,spam
HAM_SMS_02123,Please find the details shared in the group.,44,ham
HAM_SMS_04085,Please confirm your availability for the session.,49,ham
HAM_SMS_06273,The report is ready for review.,31,ham
HAM_SMS_05249,"Hey, are we meeting today for the project discussion?",53,ham
SPAM_SMS_02269,You are selected for a reward. Send your account details now.,61,spam
HAM_SMS_05443,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_05454,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_05377,Your order has been delivered successfully.,43,ham
SPAM_SMS_01164,Your mobile number has won a lottery prize.,43,spam
HAM_SMS_05186,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_00191,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_01490,Please find the details shared in the group.,44,ham
HAM_SMS_02911,The interview schedule will be shared soon.,43,ham
HAM_SMS_05145,Reminder: submit your assignment before the deadline.,53,ham
HAM_SMS_05761,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_05310,Your payment has been received successfully.,44,ham
HAM_SMS_06439,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_00458,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_05571,The report is ready for review.,31,ham
HAM_SMS_02976,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_07154,Your order has been delivered successfully.,43,ham
HAM_SMS_01799,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_06361,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_04923,I reached home safely.,22,ham
HAM_SMS_06696,The report is ready for review.,31,ham
HAM_SMS_04440,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_07396,Your order has been delivered successfully.,43,ham
SPAM_SMS_02220,Your mobile number has won a lottery prize.,43,spam
HAM_SMS_06197,Please find the details shared in the group.,44,ham
SPAM_SMS_01610,Your mobile number has won a lottery prize.,43,spam
HAM_SMS_07411,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_01150,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_00855,The interview schedule will be shared soon.,43,ham
HAM_SMS_07044,Please call me when you are free.,33,ham
HAM_SMS_02198,I reached home safely.,22,ham
SPAM_SMS_01216,Final warning! Complete KYC verification now.,45,spam
SPAM_SMS_00664,Recharge offer available. Get double benefits today.,52,spam
HAM_SMS_04641,The interview schedule will be shared soon.,43,ham
SPAM_SMS_00302,Earn money from home without investment. Join now.,50,spam
HAM_SMS_00767,Reminder: submit your assignment before the deadline.,53,ham
SPAM_SMS_00890,Your mobile number has won a lottery prize.,43,spam
HAM_SMS_00427,The interview schedule will be shared soon.,43,ham
HAM_SMS_00977,The report is ready for review.,31,ham
HAM_SMS_00077,The report is ready for review.,31,ham
HAM_SMS_05777,Please find the details shared in the group.,44,ham
HAM_SMS_04113,Reminder: submit your assignment before the deadline.,53,ham
HAM_SMS_02787,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_06723,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_07332,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_02223,Your order has been delivered successfully.,43,ham
SPAM_SMS_00460,Your mobile number has won a lottery prize.,43,spam
HAM_SMS_06247,The interview schedule will be shared soon.,43,ham
SPAM_SMS_00940,Your mobile number has won a lottery prize.,43,spam
HAM_SMS_07491,The meeting has been shifted to 4 PM.,37,ham
SPAM_SMS_02046,Final warning! Complete KYC verification now.,45,spam
SPAM_SMS_02152,Exclusive offer only for you. Click here to redeem.,51,spam
HAM_SMS_01103,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_06249,Please confirm your availability for the session.,49,ham
SPAM_SMS_01880,Exclusive offer only for you. Click here to redeem.,51,spam
SPAM_SMS_00918,You won a shopping voucher. Claim it today.,43,spam
SPAM_SMS_00443,Claim your free gift card now before it expires.,48,spam
HAM_SMS_06250,Please confirm your availability for the session.,49,ham
SPAM_SMS_00104,Suspicious login detected. Update your password immediately.,60,spam
SPAM_SMS_00750,Congratulations! You have won a cash prize. Click the link to claim now.,72,spam
HAM_SMS_00645,Please confirm your availability for the session.,49,ham
HAM_SMS_06880,Thank you for your message. I will check and reply soon.,56,ham
SPAM_SMS_00215,Exclusive offer only for you. Click here to redeem.,51,spam
HAM_SMS_00011,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_04583,The interview schedule will be shared soon.,43,ham
HAM_SMS_02984,Let's discuss the presentation after lunch.,43,ham
SPAM_SMS_02411,Earn money from home without investment. Join now.,50,spam
HAM_SMS_03009,Your class schedule has been updated for tomorrow.,50,ham
SPAM_SMS_00935,Free entry in a lucky draw. Text WIN to claim your reward.,58,spam
HAM_SMS_04876,Let's discuss the presentation after lunch.,43,ham
SPAM_SMS_00624,Urgent! Your bank account will be blocked. Verify your details immediately.,75,spam
HAM_SMS_01447,The meeting has been shifted to 4 PM.,37,ham
SPAM_SMS_02012,Limited time offer. Get free coupons by clicking this link.,59,spam
HAM_SMS_00033,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_00498,Your order has been delivered successfully.,43,ham
SPAM_SMS_02372,Earn money from home without investment. Join now.,50,spam
HAM_SMS_00254,I reached home safely.,22,ham
HAM_SMS_00985,Reminder: submit your assignment before the deadline.,53,ham
HAM_SMS_04753,Reminder: submit your assignment before the deadline.,53,ham
HAM_SMS_05260,The interview schedule will be shared soon.,43,ham
HAM_SMS_00359,Please find the details shared in the group.,44,ham
SPAM_SMS_00981,Claim your free gift card now before it expires.,48,spam
HAM_SMS_03191,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_04806,I reached home safely.,22,ham
HAM_SMS_01580,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_05541,Please call me when you are free.,33,ham
HAM_SMS_04898,The interview schedule will be shared soon.,43,ham
HAM_SMS_06815,Your order has been delivered successfully.,43,ham
SPAM_SMS_01211,Congratulations! You have won a cash prize. Click the link to claim now.,72,spam
HAM_SMS_04549,"Hey, are we meeting today for the project discussion?",53,ham
SPAM_SMS_01563,Claim your free gift card now before it expires.,48,spam
HAM_SMS_05779,Your payment has been received successfully.,44,ham
HAM_SMS_04277,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_00904,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_02641,Please confirm your availability for the session.,49,ham
HAM_SMS_00705,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_01013,The report is ready for review.,31,ham
SPAM_SMS_01942,Claim your free gift card now before it expires.,48,spam
HAM_SMS_01051,Please confirm your availability for the session.,49,ham
HAM_SMS_04251,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_00926,I reached home safely.,22,ham
HAM_SMS_00941,The interview schedule will be shared soon.,43,ham
HAM_SMS_05327,Please find the details shared in the group.,44,ham
HAM_SMS_06010,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_05324,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_05333,Please call me when you are free.,33,ham
HAM_SMS_02969,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_00045,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_07005,Your payment has been received successfully.,44,ham
HAM_SMS_06286,Your payment has been received successfully.,44,ham
SPAM_SMS_01355,Suspicious login detected. Update your password immediately.,60,spam
HAM_SMS_00187,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_04646,The report is ready for review.,31,ham
HAM_SMS_02203,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_05460,Your order has been delivered successfully.,43,ham
HAM_SMS_01437,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_05283,Please find the details shared in the group.,44,ham
HAM_SMS_06024,Please confirm your availability for the session.,49,ham
HAM_SMS_01380,I reached home safely.,22,ham
SPAM_SMS_00742,Congratulations! You have won a cash prize. Click the link to claim now.,72,spam
HAM_SMS_03081,Please find the details shared in the group.,44,ham
SPAM_SMS_00559,Your loan is approved. Pay processing fee to receive funds.,59,spam
SPAM_SMS_00390,Congratulations! You have won a cash prize. Click the link to claim now.,72,spam
HAM_SMS_00318,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_01552,Your class schedule has been updated for tomorrow.,50,ham
SPAM_SMS_01267,Win money instantly. Register today and claim your bonus.,57,spam
SPAM_SMS_01442,Suspicious login detected. Update your password immediately.,60,spam
HAM_SMS_03829,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_05426,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_02205,Can you send me the notes from today's lecture?,47,ham
SPAM_SMS_01654,Congratulations! You have won a cash prize. Click the link to claim now.,72,spam
HAM_SMS_01638,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_01504,I reached home safely.,22,ham
HAM_SMS_04659,Your order has been delivered successfully.,43,ham
HAM_SMS_04874,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_00892,Your payment has been received successfully.,44,ham
SPAM_SMS_01713,Win money instantly. Register today and claim your bonus.,57,spam
HAM_SMS_03101,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_05143,I reached home safely.,22,ham
HAM_SMS_06301,Please call me when you are free.,33,ham
SPAM_SMS_01419,Earn money from home without investment. Join now.,50,spam
HAM_SMS_04206,Your payment has been received successfully.,44,ham
SPAM_SMS_01774,Earn money from home without investment. Join now.,50,spam
HAM_SMS_00531,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_04412,I reached home safely.,22,ham
HAM_SMS_04139,Reminder: submit your assignment before the deadline.,53,ham
SPAM_SMS_00195,Congratulations! You have won a cash prize. Click the link to claim now.,72,spam
HAM_SMS_04405,I reached home safely.,22,ham
SPAM_SMS_01291,Congratulations! You have won a cash prize. Click the link to claim now.,72,spam
HAM_SMS_06644,The meeting has been shifted to 4 PM.,37,ham
SPAM_SMS_00804,Free entry in a lucky draw. Text WIN to claim your reward.,58,spam
SPAM_SMS_02480,Your loan is approved. Pay processing fee to receive funds.,59,spam
HAM_SMS_06708,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_00383,Your order has been delivered successfully.,43,ham
SPAM_SMS_01670,You won a shopping voucher. Claim it today.,43,spam
SPAM_SMS_02438,Recharge offer available. Get double benefits today.,52,spam
HAM_SMS_03803,Please call me when you are free.,33,ham
HAM_SMS_00810,Please confirm your availability for the session.,49,ham
HAM_SMS_06792,Please call me when you are free.,33,ham
HAM_SMS_01177,Please find the details shared in the group.,44,ham
HAM_SMS_01405,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_06545,Your order has been delivered successfully.,43,ham
HAM_SMS_07350,Your payment has been received successfully.,44,ham
HAM_SMS_05401,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_06646,Please find the details shared in the group.,44,ham
HAM_SMS_03056,Please find the details shared in the group.,44,ham
HAM_SMS_02785,Let's discuss the presentation after lunch.,43,ham
SPAM_SMS_02373,Free entry in a lucky draw. Text WIN to claim your reward.,58,spam
HAM_SMS_07196,Please confirm your availability for the session.,49,ham
HAM_SMS_00492,The interview schedule will be shared soon.,43,ham
HAM_SMS_01797,Please find the details shared in the group.,44,ham
SPAM_SMS_00377,Final warning! Complete KYC verification now.,45,spam
HAM_SMS_04826,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_05870,The interview schedule will be shared soon.,43,ham
HAM_SMS_05301,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_06761,The report is ready for review.,31,ham
HAM_SMS_00129,Can you send me the notes from today's lecture?,47,ham
SPAM_SMS_01674,Exclusive offer only for you. Click here to redeem.,51,spam
HAM_SMS_02548,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_03620,Please confirm your availability for the session.,49,ham
HAM_SMS_02846,Please find the details shared in the group.,44,ham
SPAM_SMS_01587,Your mobile number has won a lottery prize.,43,spam
SPAM_SMS_02304,Free entry in a lucky draw. Text WIN to claim your reward.,58,spam
HAM_SMS_04373,The interview schedule will be shared soon.,43,ham
SPAM_SMS_01075,Congratulations! You have won a cash prize. Click the link to claim now.,72,spam
HAM_SMS_05151,Please call me when you are free.,33,ham
HAM_SMS_05488,Your class schedule has been updated for tomorrow.,50,ham
SPAM_SMS_00967,Earn money from home without investment. Join now.,50,spam
HAM_SMS_00979,The report is ready for review.,31,ham
HAM_SMS_04084,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_06166,Your payment has been received successfully.,44,ham
HAM_SMS_04579,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_02500,I reached home safely.,22,ham
SPAM_SMS_01924,Urgent! Your bank account will be blocked. Verify your details immediately.,75,spam
SPAM_SMS_02108,Exclusive offer only for you. Click here to redeem.,51,spam
HAM_SMS_03753,Your order has been delivered successfully.,43,ham
SPAM_SMS_00938,Congratulations! You have won a cash prize. Click the link to claim now.,72,spam
HAM_SMS_02796,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_04885,Please find the details shared in the group.,44,ham
HAM_SMS_00971,The report is ready for review.,31,ham
HAM_SMS_04819,Please call me when you are free.,33,ham
HAM_SMS_06906,Your payment has been received successfully.,44,ham
HAM_SMS_01779,Your order has been delivered successfully.,43,ham
HAM_SMS_07172,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_01826,The report is ready for review.,31,ham
HAM_SMS_04432,Your order has been delivered successfully.,43,ham
HAM_SMS_03647,Please find the details shared in the group.,44,ham
HAM_SMS_05521,The interview schedule will be shared soon.,43,ham
HAM_SMS_00392,Reminder: submit your assignment before the deadline.,53,ham
HAM_SMS_00507,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_00792,Please call me when you are free.,33,ham
HAM_SMS_00299,The interview schedule will be shared soon.,43,ham
HAM_SMS_05296,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_00326,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_05273,Please find the details shared in the group.,44,ham
HAM_SMS_03640,Your order has been delivered successfully.,43,ham
SPAM_SMS_02367,Exclusive offer only for you. Click here to redeem.,51,spam
HAM_SMS_05029,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_03206,Please confirm your availability for the session.,49,ham
HAM_SMS_03582,The report is ready for review.,31,ham
HAM_SMS_03642,The report is ready for review.,31,ham
SPAM_SMS_02146,Limited time offer. Get free coupons by clicking this link.,59,spam
SPAM_SMS_00778,You are selected for a reward. Send your account details now.,61,spam
HAM_SMS_01950,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_01209,The report is ready for review.,31,ham
HAM_SMS_02261,The meeting has been shifted to 4 PM.,37,ham
SPAM_SMS_01533,You are selected for a reward. Send your account details now.,61,spam
SPAM_SMS_01102,Recharge offer available. Get double benefits today.,52,spam
HAM_SMS_05907,Reminder: submit your assignment before the deadline.,53,ham
HAM_SMS_01850,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_02691,The interview schedule will be shared soon.,43,ham
HAM_SMS_06603,Please call me when you are free.,33,ham
SPAM_SMS_01286,Earn money from home without investment. Join now.,50,spam
HAM_SMS_00268,Your payment has been received successfully.,44,ham
SPAM_SMS_02320,You are selected for a reward. Send your account details now.,61,spam
HAM_SMS_03714,Reminder: submit your assignment before the deadline.,53,ham
SPAM_SMS_01907,Limited time offer. Get free coupons by clicking this link.,59,spam
HAM_SMS_05463,Please confirm your availability for the session.,49,ham
HAM_SMS_07468,Please find the details shared in the group.,44,ham
HAM_SMS_00368,Please find the details shared in the group.,44,ham
HAM_SMS_02109,Please find the details shared in the group.,44,ham
SPAM_SMS_02334,Your mobile number has won a lottery prize.,43,spam
HAM_SMS_02661,Your class schedule has been updated for tomorrow.,50,ham
SPAM_SMS_01231,Limited time offer. Get free coupons by clicking this link.,59,spam
HAM_SMS_05162,Please call me when you are free.,33,ham
SPAM_SMS_01733,You are selected for a reward. Send your account details now.,61,spam
HAM_SMS_03286,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_01587,I reached home safely.,22,ham
HAM_SMS_02890,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_02970,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_05259,Please find the details shared in the group.,44,ham
HAM_SMS_06190,Please find the details shared in the group.,44,ham
HAM_SMS_05616,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_05072,Please find the details shared in the group.,44,ham
HAM_SMS_06037,I reached home safely.,22,ham
HAM_SMS_02852,Thank you for your message. I will check and reply soon.,56,ham
SPAM_SMS_00305,Exclusive offer only for you. Click here to redeem.,51,spam
HAM_SMS_01933,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_01194,Your order has been delivered successfully.,43,ham
HAM_SMS_05508,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_01954,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_02145,The report is ready for review.,31,ham
HAM_SMS_04598,Please find the details shared in the group.,44,ham
HAM_SMS_06267,Please confirm your availability for the session.,49,ham
HAM_SMS_03724,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_07052,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_00397,Your order has been delivered successfully.,43,ham
HAM_SMS_03585,Your payment has been received successfully.,44,ham
SPAM_SMS_00034,You are selected for a reward. Send your account details now.,61,spam
HAM_SMS_00130,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_06237,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_04662,"Hey, are we meeting today for the project discussion?",53,ham
SPAM_SMS_00494,Recharge offer available. Get double benefits today.,52,spam
HAM_SMS_01442,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_06593,Please find the details shared in the group.,44,ham
HAM_SMS_00866,The meeting has been shifted to 4 PM.,37,ham
SPAM_SMS_01239,Urgent! Your bank account will be blocked. Verify your details immediately.,75,spam
HAM_SMS_03859,Please call me when you are free.,33,ham
SPAM_SMS_01819,You won a shopping voucher. Claim it today.,43,spam
HAM_SMS_00821,Please confirm your availability for the session.,49,ham
HAM_SMS_02773,Please confirm your availability for the session.,49,ham
SPAM_SMS_00083,You are selected for a reward. Send your account details now.,61,spam
HAM_SMS_00715,Your payment has been received successfully.,44,ham
HAM_SMS_04304,The report is ready for review.,31,ham
HAM_SMS_05969,The report is ready for review.,31,ham
HAM_SMS_06852,"Hey, are we meeting today for the project discussion?",53,ham
SPAM_SMS_00105,Exclusive offer only for you. Click here to redeem.,51,spam
SPAM_SMS_01341,Free entry in a lucky draw. Text WIN to claim your reward.,58,spam
HAM_SMS_05408,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_05459,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_01693,I reached home safely.,22,ham
SPAM_SMS_00741,Your loan is approved. Pay processing fee to receive funds.,59,spam
HAM_SMS_01481,The interview schedule will be shared soon.,43,ham
SPAM_SMS_00712,Urgent! Your bank account will be blocked. Verify your details immediately.,75,spam
SPAM_SMS_01634,Suspicious login detected. Update your password immediately.,60,spam
HAM_SMS_05034,Please confirm your availability for the session.,49,ham
HAM_SMS_04216,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_04148,Reminder: submit your assignment before the deadline.,53,ham
SPAM_SMS_00257,Congratulations! You have won a cash prize. Click the link to claim now.,72,spam
HAM_SMS_04777,Reminder: submit your assignment before the deadline.,53,ham
HAM_SMS_00453,Please find the details shared in the group.,44,ham
HAM_SMS_06698,I reached home safely.,22,ham
SPAM_SMS_00554,You won a shopping voucher. Claim it today.,43,spam
HAM_SMS_06430,Your class schedule has been updated for tomorrow.,50,ham
SPAM_SMS_02306,Final warning! Complete KYC verification now.,45,spam
HAM_SMS_04736,Your payment has been received successfully.,44,ham
SPAM_SMS_01732,You won a shopping voucher. Claim it today.,43,spam
HAM_SMS_03172,Please confirm your availability for the session.,49,ham
HAM_SMS_05492,I reached home safely.,22,ham
HAM_SMS_07161,Please confirm your availability for the session.,49,ham
HAM_SMS_00995,Your payment has been received successfully.,44,ham
HAM_SMS_06376,The interview schedule will be shared soon.,43,ham
HAM_SMS_06856,Please find the details shared in the group.,44,ham
SPAM_SMS_00308,Recharge offer available. Get double benefits today.,52,spam
SPAM_SMS_00265,Recharge offer available. Get double benefits today.,52,spam
HAM_SMS_04540,Please call me when you are free.,33,ham
SPAM_SMS_00277,Urgent! Your bank account will be blocked. Verify your details immediately.,75,spam
